#longitude   latitude    City
-100.28	34.43	
-99.27	34.67	
-99.05	35.00	
-99.20	35.35	
-98.40	34.65	
-98.42	34.57	
-98.50	33.98	
-98.07	32.78	
-97.43	32.78	
-97.35	32.82	
-97.03	32.90	
-96.85	32.85	
-96.83	32.97	
-96.97	32.73	
-96.87	32.68	
-96.07	33.07	
-95.45	33.63	
-96.67	33.72	
-97.02	34.30	
-97.47	35.23	
-97.60	35.40	
-97.65	35.53	
-97.38	35.42	
-97.09	36.16	
-97.10	36.73	
-97.80	36.38	
-97.92	36.33	
-98.58	37.30	
-97.87	38.07	
-97.43	37.65	
-97.27	37.62	
-97.22	37.75	
-96.20	38.33	
-95.67	38.95	
-95.62	39.07	
-94.90	38.85	
-94.88	38.82	
-94.55	38.85	
-94.60	39.12	
-94.72	39.32	
-94.92	39.37	
-95.58	40.07	
-95.53	40.28	
-95.92	41.12	
-95.90	41.30	
-96.02	41.37	
-96.75	40.85	
-96.75	40.32	
-97.65	39.55	
-97.65	38.80	
-96.77	39.05	
-96.67	39.15	
-98.82	38.87	
-99.27	38.85	
-99.83	39.38	
-100.58	40.22	
-101.39	40.33	
-101.63	40.53	
-100.68	41.13	
-100.00	40.87	
-99.65	41.43	
-99.15	41.78	
-98.95	41.62	
-98.32	40.97	
-98.43	40.60	
-99.00	40.73	
-97.35	41.45	
-97.43	41.98	
-96.38	42.40	
-97.38	42.92	
-96.73	43.58	
-96.80	44.30	
-97.15	44.92	
-98.22	44.38	
-98.03	43.77	
-99.32	43.80	
-99.32	43.75	
-100.28	44.38	
-101.60	44.05	
-103.07	44.05	
-103.10	44.15	
-103.60	43.77	
-103.08	42.83	
-102.80	42.05	
-103.60	41.87	
-102.98	41.10	
-103.22	40.17	
-103.70	39.18	
-104.72	38.82	
-104.77	38.68	
-104.52	38.28	
-103.52	38.05	
-102.60	38.12	
-101.88	37.00	
-100.97	37.05	
-100.72	37.93	
-99.97	37.77	
-99.77	36.30	
-101.70	35.23	
-102.55	36.02	
-103.15	36.45	
-104.50	36.74	
-104.33	37.25	
-105.87	37.45	
-105.57	36.42	
-106.28	35.88	
-106.08	35.62	
-106.05	34.98	
-106.60	35.05	
-106.90	34.07	
-107.27	33.23	
-106.40	32.90	
-106.10	32.85	
-106.40	32.63	
-106.77	32.30	
-106.40	31.80	
-107.70	32.25	
-108.17	32.63	
-109.68	32.82	
-110.88	32.17	
-110.93	32.12	
-110.35	31.60	
-109.60	31.45	
-111.67	33.30	
-111.73	33.47	
-111.92	33.62	
-112.08	33.68	
-112.02	33.43	
-112.38	33.42	
-112.38	33.53	
-113.17	33.55	
-114.40	32.85	
-114.62	32.65	
-115.00	33.10	
-115.57	32.83	
-115.68	32.82	
-116.47	32.62	
-116.98	32.57	
-117.12	32.57	
-117.20	32.70	
-117.17	32.73	
-117.13	32.82	
-117.15	32.87	
-116.97	32.82	
-117.28	33.13	
-117.35	33.30	
-117.58	33.38	
-117.62	33.42	
-117.73	33.67	
-117.83	33.70	
-117.88	33.67	
-118.05	33.78	
-118.15	33.82	
-118.33	33.80	
-118.33	33.92	
-118.40	33.93	
-118.45	34.02	
-118.37	34.20	
-118.48	34.22	
-118.07	34.23	
-118.03	34.08	
-117.78	34.10	
-117.62	34.05	
-117.63	33.97	
-117.45	33.95	
-117.27	33.88	
-117.23	34.10	
-116.95	33.93	
-116.50	33.83	
-116.17	33.63	
-116.15	34.28	
-116.68	34.27	
-116.78	34.87	
-116.62	35.28	
-117.10	35.33	
-117.68	35.68	
-118.13	35.05	
-118.15	35.05	
-117.88	34.90	
-118.22	34.73	
-118.73	34.75	
-119.20	34.20	
-119.12	34.12	
-119.83	34.43	
-120.40	34.03	
-120.45	34.90	
-120.65	35.23	
-120.95	35.20	
-121.12	34.95	
-121.28	35.67	
-121.32	36.00	
-121.47	36.12	
-121.85	36.58	
-121.77	36.68	
-121.60	36.67	
-121.82	37.33	
-121.92	37.37	
-122.05	37.42	
-122.12	37.47	
-122.25	37.52	
-122.38	37.62	
-122.32	37.78	
-122.22	37.73	
-122.12	37.65	
-121.82	37.70	
-122.05	37.98	
-122.28	38.22	
-121.93	38.27	
-121.50	38.52	
-121.30	38.57	
-121.40	38.67	
-121.60	38.70	
-121.57	39.10	
-121.45	39.13	
-120.70	39.28	
-120.13	39.32	
-119.78	39.50	
-120.00	38.90	
-118.63	38.55	
-118.70	39.42	
-118.92	40.10	
-117.80	40.90	
-116.87	40.62	
-117.13	39.83	
-117.08	39.50	
-115.97	39.50	
-114.85	39.28	
-113.03	38.72	
-112.58	39.33	
-112.20	40.17	
-111.72	40.22	
-111.97	40.78	
-111.97	41.12	
-112.02	41.18	
-111.85	41.78	
-112.32	42.17	
-111.58	42.65	
-112.60	42.92	
-112.07	43.52	
-110.73	43.60	
-110.42	44.55	
-111.10	44.65	
-111.12	44.68	
-112.32	44.57	
-112.55	45.25	
-112.50	45.95	
-112.00	46.60	
-113.15	46.67	
-114.08	46.92	
-115.37	47.60	
-115.80	47.47	
-116.82	47.77	
-117.33	47.67	
-117.53	47.63	
-117.65	47.62	
-117.12	46.75	
-117.02	46.38	
-116.13	45.92	
-115.43	45.82	
-114.47	45.17	
-113.90	45.18	
-114.22	44.52	
-114.30	43.50	
-115.17	43.00	
-115.87	43.05	
-116.17	42.58	
-116.22	43.57	
-117.02	44.02	
-117.82	44.83	
-118.00	45.28	
-118.40	45.50	
-118.85	45.68	
-118.28	46.10	
-119.12	46.27	
-119.60	46.57	
-120.53	46.57	
-120.20	47.40	
-119.52	47.32	
-119.32	47.20	
-119.53	48.42	
-118.47	48.88	
-121.33	47.28	
-122.22	47.50	
-122.30	47.53	
-122.30	47.45	
-122.58	47.27	
-122.48	47.15	
-122.58	47.08	
-122.90	46.97	
-123.15	47.25	
-122.77	47.48	
-122.28	47.92	
-122.68	48.25	
-122.65	48.35	
-122.33	48.50	
-122.53	48.80	
-123.50	48.12	
-123.67	48.22	
-124.55	47.95	
-123.97	46.97	
-123.88	46.15	
-122.80	46.48	
-122.60	45.60	
-122.40	45.55	
-122.95	45.53	
-122.75	45.25	
-123.00	44.92	
-123.28	44.50	
-123.22	44.12	
-124.05	44.63	
-124.25	43.42	
-124.95	43.38	
-123.37	43.23	
-123.37	42.62	
-122.87	42.37	
-122.47	41.78	
-122.53	41.73	
-122.32	41.32	
-122.30	40.50	
-122.25	40.15	
-121.85	39.78	
-120.95	40.63	
-120.53	41.48	
-120.35	42.18	
-121.73	42.15	
-124.23	41.78	
-124.47	42.08	
-124.28	41.33	
-124.10	40.98	
-124.07	40.03	
-124.22	39.58	
-123.20	39.13	
-122.82	38.52	
-122.83	37.83	
-122.68	37.75	
-121.25	37.90	
-120.95	37.63	
-120.57	37.38	
-120.52	37.28	
-119.72	36.77	
-119.95	36.33	
-119.40	36.32	
-119.05	35.43	
-120.63	35.67	
-118.92	37.63	
-118.60	37.60	
-117.08	38.07	
-116.08	37.58	
-116.02	36.62	
-115.67	36.57	
-115.57	36.53	
-115.03	36.23	
-115.17	36.08	
-113.95	35.27	
-114.62	34.77	
-114.72	33.62	
-112.43	34.65	
-111.67	35.13	
-110.73	35.02	
-111.33	34.23	
-110.00	34.27	
-108.78	35.52	
-107.90	35.17	
-106.95	36.02	
-108.23	36.75	
-107.75	37.15	
-108.63	37.30	
-109.78	38.03	
-109.75	38.77	
-110.15	39.00	
-110.72	38.37	
-110.70	37.50	
-111.45	36.93	
-112.15	35.95	
-113.60	37.08	
-113.10	37.70	
-114.52	37.62	
-112.93	40.20	
-113.07	41.05	
-114.05	41.22	
-113.37	42.30	
-113.77	42.53	
-114.48	42.48	
-116.25	41.33	
-115.78	40.83	
-118.95	43.60	
-121.15	44.27	
-121.15	45.62	
-121.88	45.68	
-116.10	44.88	
-111.15	45.78	
-110.43	45.70	
-109.83	46.43	
-109.45	47.05	
-111.18	47.50	
-111.37	47.48	
-112.37	48.60	
-114.27	48.30	
-109.77	48.55	
-106.62	48.22	
-105.58	48.10	
-104.18	47.72	
-103.63	48.18	
-101.83	47.75	
-101.28	48.27	
-101.35	48.42	
-98.90	48.12	
-98.87	48.10	
-97.40	47.97	
-97.18	47.95	
-96.18	48.07	
-94.93	47.50	
-95.07	46.90	
-95.88	46.82	
-96.07	46.30	
-95.38	45.87	
-94.52	45.13	
-94.07	45.55	
-93.38	45.07	
-93.22	44.88	
-93.05	44.93	
-93.47	44.83	
-93.92	44.22	
-93.37	43.68	
-93.33	43.15	
-94.18	42.55	
-95.15	43.17	
-94.75	43.40	
-94.42	43.65	
-95.58	43.65	
-95.82	44.45	
-95.08	44.55	
-92.50	43.92	
-91.25	43.87	
-90.27	43.93	
-90.18	43.20	
-89.33	43.13	
-89.03	42.62	
-89.10	42.20	
-88.72	41.93	
-88.32	41.77	
-88.25	41.92	
-87.90	41.98	
-87.82	42.08	
-87.65	41.90	
-87.62	41.87	
-87.75	41.78	
-87.42	41.62	
-87.85	41.07	
-88.68	41.37	
-89.60	41.16	
-89.68	40.67	
-88.93	40.48	
-88.87	39.83	
-89.33	39.53	
-89.67	39.85	
-89.17	38.99	
-88.96	38.63	
-89.09	38.51	
-88.86	38.32	
-89.00	37.75	
-89.25	37.78	
-89.58	37.23	
-89.22	37.07	
-88.77	37.07	
-87.50	36.67	
-87.42	36.62	
-86.68	36.12	
-86.50	36.00	
-86.43	36.97	
-87.17	37.75	
-87.53	38.05	
-85.97	37.90	
-85.73	38.18	
-85.67	38.23	
-85.00	38.05	
-84.67	39.05	
-84.43	39.10	
-84.05	39.83	
-84.20	39.90	
-83.07	40.08	
-82.88	40.00	
-82.93	39.82	
-81.90	39.95	
-81.43	39.35	
-82.23	39.21	
-82.55	38.37	
-81.60	38.37	
-81.12	37.78	
-81.22	37.30	
-80.20	37.46	
-79.97	37.32	
-79.20	37.33	
-78.98	36.95	
-79.33	36.57	
-79.95	36.08	
-80.23	36.13	
-81.38	35.75	
-80.93	35.22	
-81.96	34.92	
-82.22	34.90	
-82.35	34.85	
-82.72	34.50	
-83.32	33.95	
-84.30	33.88	
-84.52	33.92	
-84.52	33.78	
-84.42	33.65	
-85.07	33.01	
-85.44	32.67	
-84.93	32.52	
-85.00	32.33	
-86.02	31.87	
-86.40	32.30	
-86.37	32.38	
-86.99	32.34	
-87.25	32.90	
-87.62	33.23	
-86.75	33.57	
-86.09	33.97	
-85.85	33.58	
-85.17	34.35	
-84.87	34.53	
-85.20	35.03	
-85.51	35.15	
-85.08	35.95	
-83.98	35.82	
-82.82	35.90	
-82.55	35.43	
-82.40	36.48	
-82.52	37.48	
-83.32	37.60	
-84.07	37.08	
-86.62	39.13	
-86.50	39.38	
-86.27	39.73	
-87.30	39.45	
-88.28	39.48	
-88.28	40.03	
-87.60	40.20	
-86.93	40.42	
-86.15	40.65	
-85.38	40.23	
-85.20	41.00	
-86.00	41.72	
-86.32	41.70	
-86.43	42.13	
-85.55	42.23	
-85.23	42.30	
-84.47	42.27	
-84.60	42.77	
-83.75	42.97	
-83.42	42.67	
-83.02	42.42	
-82.83	42.62	
-83.33	42.23	
-83.53	42.23	
-83.75	42.22	
-83.80	41.60	
-83.67	41.02	
-82.52	40.82	
-81.87	41.42	
-81.68	41.52	
-81.48	41.57	
-81.40	41.63	
-80.67	41.27	
-80.33	40.75	
-80.22	40.50	
-79.93	40.35	
-79.40	40.28	
-79.09	40.27	
-78.83	40.32	
-78.32	40.30	
-77.83	40.85	
-77.42	40.37	
-76.85	40.22	
-76.77	40.20	
-76.57	40.43	
-76.30	40.13	
-75.97	40.38	
-75.43	40.65	
-75.15	40.20	
-75.02	40.08	
-74.82	40.28	
-74.60	40.02	
-74.35	40.03	
-74.28	40.28	
-74.17	40.70	
-74.37	40.75	
-74.42	40.80	
-74.28	40.87	
-74.05	40.85	
-73.98	40.77	
-73.90	40.77	
-73.78	40.65	
-73.43	40.73	
-73.10	40.78	
-72.63	40.85	
-72.67	41.22	
-72.88	41.27	
-72.90	41.27	
-73.13	41.17	
-73.48	41.37	
-73.72	41.07	
-74.10	41.50	
-73.88	41.63	
-74.80	41.70	
-75.73	41.33	
-76.92	41.25	
-76.90	42.17	
-76.47	42.48	
-75.98	42.22	
-76.12	43.12	
-75.40	43.23	
-75.38	43.15	
-75.12	42.87	
-73.93	42.85	
-73.80	42.75	
-73.62	43.35	
-73.95	43.53	
-74.20	44.38	
-73.47	44.65	
-73.15	44.47	
-72.57	44.20	
-72.02	44.42	
-71.30	44.27	
-71.38	44.00	
-71.43	43.57	
-71.50	43.20	
-71.43	42.93	
-71.52	42.78	
-71.60	42.57	
-71.28	42.47	
-71.03	42.37	
-71.18	42.18	
-70.93	42.15	
-70.92	42.58	
-71.12	42.72	
-70.82	43.08	
-70.32	43.65	
-69.93	43.88	
-69.80	44.32	
-69.12	44.07	
-68.37	44.45	
-68.82	44.80	
-69.55	45.45	
-69.63	45.78	
-70.88	44.88	
-71.18	44.58	
-72.30	43.63	
-72.27	42.90	
-72.00	42.80	
-71.87	42.27	
-72.53	42.20	
-72.72	42.17	
-72.68	41.93	
-72.65	41.73	
-72.05	41.33	
-72.08	41.30	
-71.58	41.17	
-71.25	41.36	
-71.42	41.60	
-71.43	41.73	
-70.97	41.68	
-70.52	41.65	
-70.50	41.78	
-70.28	41.67	
-69.97	41.67	
-70.07	41.25	
-70.62	41.40	
-73.18	42.26	
-72.88	42.88	
-75.73	44.05	
-76.02	44.00	
-75.40	44.68	
-74.85	44.93	
-72.33	45.55	
-68.05	46.68	
-68.02	46.87	
-67.88	46.95	
-67.78	46.13	
-77.67	43.12	
-78.20	42.97	
-78.73	42.93	
-78.95	43.10	
-79.25	42.15	
-78.63	41.80	
-78.13	41.47	
-78.90	41.18	
-79.87	41.38	
-80.18	42.08	
-81.43	40.92	
-80.65	40.18	
-79.92	39.65	
-80.23	39.28	
-79.85	38.88	
